"","ResponseID","Mode","Ephemerality","gender","age_1","Stimulus","ClickCount","FirstClick","LastClick","PageSubmit","RecommendationFollowed"
"65","R_0iePXgw2yk49ngZ","PermanentVisual",0,1,33,"brownies",1,8.625,8.625,14.994,1
"66","R_0iePXgw2yk49ngZ","PermanentVisual",0,1,33,"hotel",1,1.642,1.642,3.319,1
"67","R_0iePXgw2yk49ngZ","PermanentVisual",0,1,33,"shampoo",1,1.775,1.775,3.964,1
"68","R_0iePXgw2yk49ngZ","PermanentVisual",0,1,33,"toaster",1,3.484,3.484,4.826,1
"69","R_0IXlKdASZPnrEKR","PermanentVisual",0,1,32,"brownies",1,3.278,3.278,5.469,0
"70","R_0IXlKdASZPnrEKR","PermanentVisual",0,1,32,"hotel",1,5.144,5.144,12.588,0
"71","R_0IXlKdASZPnrEKR","PermanentVisual",0,1,32,"shampoo",2,4.41,5.862,6.627,0
"72","R_0IXlKdASZPnrEKR","PermanentVisual",0,1,32,"toaster",1,19.795,19.795,22.518,1
"73","R_0IYHPv3Q1PxFer7","PermanentVisual",0,1,28,"brownies",1,3.099,3.099,5.021,1
"74","R_0IYHPv3Q1PxFer7","PermanentVisual",0,1,28,"hotel",1,4.69,4.69,5.548,0
"75","R_0IYHPv3Q1PxFer7","PermanentVisual",0,1,28,"shampoo",2,2.688,5.816,7.019,0
"76","R_0IYHPv3Q1PxFer7","PermanentVisual",0,1,28,"toaster",1,4.03,4.03,6.248,1
"77","R_0izeLm5jMr9ykuZ","Auditory",1,1,44,"brownies",1,4.121,4.121,5.524,1
"78","R_0izeLm5jMr9ykuZ","Auditory",1,1,44,"hotel",3,5.135,6.545,8.484,1
"79","R_0izeLm5jMr9ykuZ","Auditory",1,1,44,"shampoo",2,9.675,10.353,11.738,0
"80","R_0izeLm5jMr9ykuZ","Auditory",1,1,44,"toaster",1,5.052,5.052,7.535,1
"81","R_0JQENWqu4iXjT7b","Auditory",1,2,70,"brownies",1,24.1,24.1,28.194,1
"82","R_0JQENWqu4iXjT7b","Auditory",1,2,70,"hotel",1,36.883,36.883,42.684,1
"83","R_0JQENWqu4iXjT7b","Auditory",1,2,70,"shampoo",1,52.112,52.112,58.752,1
"84","R_0JQENWqu4iXjT7b","Auditory",1,2,70,"toaster",1,96.69,96.69,100.541,0
"85","R_0kc4popJM4bZaLv","DisappearingVisual",1,2,42,"brownies",1,12.259,12.259,13.317,1
"86","R_0kc4popJM4bZaLv","DisappearingVisual",1,2,42,"hotel",3,3.959,6.179,7.082,1
"87","R_0kc4popJM4bZaLv","DisappearingVisual",1,2,42,"shampoo",1,4.278,4.278,5.185,0
"88","R_0kc4popJM4bZaLv","DisappearingVisual",1,2,42,"toaster",7,2.678,9.228,10.11,1
"89","R_0NYJzDXEaOHVJzr","Auditory",1,1,32,"brownies",1,14.682,14.682,15.758,1
"90","R_0NYJzDXEaOHVJzr","Auditory",1,1,32,"hotel",1,8.004,8.004,12.475,1
"91","R_0NYJzDXEaOHVJzr","Auditory",1,1,32,"shampoo",1,14.81,14.81,16.19,0
"92","R_0NYJzDXEaOHVJzr","Auditory",1,1,32,"toaster",1,40.974,40.974,42.164,0
"93","R_0P95KXHK7DcrkT7","Auditory",1,1,46,"brownies",4,11.312,17.863,18.766,0
"94","R_0P95KXHK7DcrkT7","Auditory",1,1,46,"hotel",1,1.644,1.644,2.939,1
"95","R_0P95KXHK7DcrkT7","Auditory",1,1,46,"shampoo",1,3.054,3.054,4.013,1
"96","R_0P95KXHK7DcrkT7","Auditory",1,1,46,"toaster",5,1.988,9.524,11.676,1
"97","R_0pnNrYQ7YyH06Tn","Auditory",1,2,38,"brownies",1,0.28,0.28,1.65,0
"98","R_0pnNrYQ7YyH06Tn","Auditory",1,2,38,"hotel",1,6.088,6.088,8.181,0
"99","R_0pnNrYQ7YyH06Tn","Auditory",1,2,38,"shampoo",1,2.804,2.804,4.757,0
"100","R_0pnNrYQ7YyH06Tn","Auditory",1,2,38,"toaster",0,0,0,2.75,1
"101","R_0qsfsLrj5qX7rFv","PermanentVisual",0,2,35,"brownies",2,11.048,11.875,13.887,1
"102","R_0qsfsLrj5qX7rFv","PermanentVisual",0,2,35,"hotel",1,13.485,13.485,15.833,1
"103","R_0qsfsLrj5qX7rFv","PermanentVisual",0,2,35,"shampoo",1,12.923,12.923,15.672,0
"104","R_0qsfsLrj5qX7rFv","PermanentVisual",0,2,35,"toaster",1,89.679,89.679,93.486,1
"105","R_0rq7qc7kSBtesw1","Auditory",1,2,28,"brownies",3,4.685,5.813,6.771,0
"106","R_0rq7qc7kSBtesw1","Auditory",1,2,28,"hotel",2,0.235,1.355,2.361,1
"107","R_0rq7qc7kSBtesw1","Auditory",1,2,28,"shampoo",0,0,0,1.247,1
"108","R_0rq7qc7kSBtesw1","Auditory",1,2,28,"toaster",3,7.212,8.309,9.843,0
"109","R_0SBCb6fSsipEzbH","DisappearingVisual",1,2,23,"brownies",1,25.066,25.066,27.212,0
"110","R_0SBCb6fSsipEzbH","DisappearingVisual",1,2,23,"hotel",1,38.088,38.088,39.85,0
"111","R_0SBCb6fSsipEzbH","DisappearingVisual",1,2,23,"shampoo",1,24.989,24.989,26.351,0
"112","R_0SBCb6fSsipEzbH","DisappearingVisual",1,2,23,"toaster",2,73.202,73.637,75.571,0
"113","R_0SwBflCegQGzUv7","Auditory",1,1,41,"brownies",4,2.708,5.371,5.967,0
"114","R_0SwBflCegQGzUv7","Auditory",1,1,41,"hotel",2,3.892,4.164,6.563,0
"115","R_0SwBflCegQGzUv7","Auditory",1,1,41,"shampoo",1,4.151,4.151,4.899,1
"116","R_0SwBflCegQGzUv7","Auditory",1,1,41,"toaster",1,4.098,4.098,5.229,1
"117","R_0vK0OfskhTeacCt","PermanentVisual",0,1,29,"brownies",1,1.792,1.792,3.596,0
"118","R_0vK0OfskhTeacCt","PermanentVisual",0,1,29,"hotel",1,4.138,4.138,6.715,1
"119","R_0vK0OfskhTeacCt","PermanentVisual",0,1,29,"shampoo",1,2.814,2.814,10.183,1
"120","R_0vK0OfskhTeacCt","PermanentVisual",0,1,29,"toaster",3,1.557,3.496,5.743,1
"121","R_0VRSmFEqU8720kV","Auditory",1,1,23,"brownies",2,2.451,3.043,3.438,1
"122","R_0VRSmFEqU8720kV","Auditory",1,1,23,"hotel",1,1.541,1.541,3.316,1
"123","R_0VRSmFEqU8720kV","Auditory",1,1,23,"shampoo",1,11.098,11.098,11.7,1
"124","R_0VRSmFEqU8720kV","Auditory",1,1,23,"toaster",1,1.843,1.843,3.859,1
"125","R_0VTxtnHCCw3TkWt","Auditory",1,2,39,"brownies",1,1.829,1.829,2.871,1
"126","R_0VTxtnHCCw3TkWt","Auditory",1,2,39,"hotel",3,2.295,5.811,8.524,1
"127","R_0VTxtnHCCw3TkWt","Auditory",1,2,39,"shampoo",2,2.38,4.591,5.592,0
"128","R_0VTxtnHCCw3TkWt","Auditory",1,2,39,"toaster",1,9.19,9.19,12.399,0
"129","R_0w8x1fERIzaz2QF","PermanentVisual",0,1,28,"brownies",1,4.125,4.125,7.731,0
"130","R_0w8x1fERIzaz2QF","PermanentVisual",0,1,28,"hotel",1,3.877,3.877,10.284,1
"131","R_0w8x1fERIzaz2QF","PermanentVisual",0,1,28,"shampoo",3,3.831,10.274,15.001,0
"132","R_0w8x1fERIzaz2QF","PermanentVisual",0,1,28,"toaster",1,42.4,42.4,45.416,1
"133","R_10BOkKCCJOPbho1","DisappearingVisual",1,1,40,"brownies",1,2.999,2.999,17.989,1
"134","R_10BOkKCCJOPbho1","DisappearingVisual",1,1,40,"hotel",2,2.693,18.054,26.079,1
"135","R_10BOkKCCJOPbho1","DisappearingVisual",1,1,40,"shampoo",3,22.031,38.489,40.474,0
"136","R_10BOkKCCJOPbho1","DisappearingVisual",1,1,40,"toaster",6,3.927,60.084,61.302,1
"137","R_10CXNiVuPbLxGvV","DisappearingVisual",1,1,59,"brownies",1,15.149,15.149,18.445,1
"138","R_10CXNiVuPbLxGvV","DisappearingVisual",1,1,59,"hotel",2,25.257,29.545,31.375,0
"139","R_10CXNiVuPbLxGvV","DisappearingVisual",1,1,59,"shampoo",1,38.58,38.58,39.787,0
"140","R_10CXNiVuPbLxGvV","DisappearingVisual",1,1,59,"toaster",1,54.781,54.781,58.467,0
"141","R_10GaM8zGCGkGjvN","PermanentVisual",0,1,30,"brownies",1,7.432,7.432,10.774,0
"142","R_10GaM8zGCGkGjvN","PermanentVisual",0,1,30,"hotel",1,23.116,23.116,24.75,0
"143","R_10GaM8zGCGkGjvN","PermanentVisual",0,1,30,"shampoo",1,17.885,17.885,19.29,0
"144","R_10GaM8zGCGkGjvN","PermanentVisual",0,1,30,"toaster",1,36.446,36.446,41.426,0
"145","R_10NK9QniDMWxT9v","PermanentVisual",0,2,38,"brownies",2,10.359,27.374,30.103,0
"146","R_10NK9QniDMWxT9v","PermanentVisual",0,2,38,"hotel",3,11.315,12.193,14.209,1
"147","R_10NK9QniDMWxT9v","PermanentVisual",0,2,38,"shampoo",3,22.688,24.556,28.646,0
"148","R_10NK9QniDMWxT9v","PermanentVisual",0,2,38,"toaster",1,42.693,42.693,52.98,1
"149","R_10NutPlOgcJezGQ","PermanentVisual",0,2,50,"brownies",1,7.959,7.959,9.527,0
"150","R_10NutPlOgcJezGQ","PermanentVisual",0,2,50,"hotel",1,33.62,33.62,35.133,0
"151","R_10NutPlOgcJezGQ","PermanentVisual",0,2,50,"shampoo",1,14.243,14.243,15.929,0
"152","R_10NutPlOgcJezGQ","PermanentVisual",0,2,50,"toaster",1,21.497,21.497,25.215,1
"153","R_10OgwUNsM2enIXr","PermanentVisual",0,1,23,"brownies",2,3.003,10.321,12.573,0
"154","R_10OgwUNsM2enIXr","PermanentVisual",0,1,23,"hotel",0,0,0,1.824,1
"155","R_10OgwUNsM2enIXr","PermanentVisual",0,1,23,"shampoo",1,8.166,8.166,10.102,0
"156","R_10OgwUNsM2enIXr","PermanentVisual",0,1,23,"toaster",2,11.472,14.037,15.301,1
"157","R_10qFbF9ikCGqF7Y","Auditory",1,1,22,"brownies",9,2.624,6.298,7.404,1
"158","R_10qFbF9ikCGqF7Y","Auditory",1,1,22,"hotel",2,4.2,4.649,7.799,1
"159","R_10qFbF9ikCGqF7Y","Auditory",1,1,22,"shampoo",2,3.402,13.187,16.83,0
"160","R_10qFbF9ikCGqF7Y","Auditory",1,1,22,"toaster",2,28.592,30.664,33.733,0
"161","R_10r3KUMiZSJTf3R","Auditory",1,1,37,"brownies",4,5.4,9.993,11.041,0
"162","R_10r3KUMiZSJTf3R","Auditory",1,1,37,"hotel",2,11.677,12.405,15.503,0
"163","R_10r3KUMiZSJTf3R","Auditory",1,1,37,"shampoo",1,6.202,6.202,8.791,0
"164","R_10r3KUMiZSJTf3R","Auditory",1,1,37,"toaster",2,12.877,14.019,18.212,0
"165","R_10SnqH16nP5BYlk","Auditory",1,1,29,"brownies",1,2.5,2.5,3.216,1
"166","R_10SnqH16nP5BYlk","Auditory",1,1,29,"hotel",1,3.979,3.979,6.371,1
"167","R_10SnqH16nP5BYlk","Auditory",1,1,29,"shampoo",2,9.984,10.7,11.887,1
"168","R_10SnqH16nP5BYlk","Auditory",1,1,29,"toaster",2,4.306,4.833,8.088,1
"169","R_10v0iIBZhDQJ5Zp","PermanentVisual",0,1,41,"brownies",1,31.019,31.019,32.975,1
"170","R_10v0iIBZhDQJ5Zp","PermanentVisual",0,1,41,"hotel",1,8.463,8.463,36.267,0
"171","R_10v0iIBZhDQJ5Zp","PermanentVisual",0,1,41,"shampoo",1,35.707,35.707,47.292,1
"172","R_10v0iIBZhDQJ5Zp","PermanentVisual",0,1,41,"toaster",3,206.326,283.643,287.756,1
"173","R_10wonMIVaC31AkB","Auditory",1,2,27,"brownies",1,4.296,4.296,5.375,1
"174","R_10wonMIVaC31AkB","Auditory",1,2,27,"hotel",1,3.097,3.097,4.699,1
"175","R_10wonMIVaC31AkB","Auditory",1,2,27,"shampoo",1,2.814,2.814,4.329,1
"176","R_10wonMIVaC31AkB","Auditory",1,2,27,"toaster",1,7.635,7.635,9.76,1
"177","R_10wRVRMJ93rSlBp","Auditory",1,1,28,"brownies",2,1.108,1.329,3.515,1
"178","R_10wRVRMJ93rSlBp","Auditory",1,1,28,"hotel",3,1.486,1.91,3.036,1
"179","R_10wRVRMJ93rSlBp","Auditory",1,1,28,"shampoo",3,0.994,2.357,2.657,1
"180","R_10wRVRMJ93rSlBp","Auditory",1,1,28,"toaster",4,1.829,4.122,6.353,1
"181","R_10ZCMOuTlKI1xab","PermanentVisual",0,2,53,"brownies",1,3.38,3.38,4.595,1
"182","R_10ZCMOuTlKI1xab","PermanentVisual",0,2,53,"hotel",1,2.821,2.821,4.437,1
"183","R_10ZCMOuTlKI1xab","PermanentVisual",0,2,53,"shampoo",1,1.958,1.958,2.767,1
"184","R_10ZCMOuTlKI1xab","PermanentVisual",0,2,53,"toaster",1,6.978,6.978,9.743,1
"185","R_114oggHMiB4ihFP","PermanentVisual",0,2,32,"brownies",1,9.439,9.439,10.972,0
"186","R_114oggHMiB4ihFP","PermanentVisual",0,2,32,"hotel",3,19.317,23.787,25.132,1
"187","R_114oggHMiB4ihFP","PermanentVisual",0,2,32,"shampoo",1,9.255,9.255,11.97,0
"188","R_114oggHMiB4ihFP","PermanentVisual",0,2,32,"toaster",4,17.195,25.529,27.034,1
"189","R_115ywxI9opEsrVT","Auditory",1,2,34,"brownies",1,2.71,2.71,3.846,1
"190","R_115ywxI9opEsrVT","Auditory",1,2,34,"hotel",3,3.851,6.026,6.922,1
"191","R_115ywxI9opEsrVT","Auditory",1,2,34,"shampoo",1,1.178,1.178,3.361,1
"192","R_115ywxI9opEsrVT","Auditory",1,2,34,"toaster",5,0.415,4.542,5.822,1
"193","R_116hTUfLig43oBc","DisappearingVisual",1,1,54,"brownies",2,2.913,10.413,12.048,1
"194","R_116hTUfLig43oBc","DisappearingVisual",1,1,54,"hotel",1,5.508,5.508,6.819,1
"195","R_116hTUfLig43oBc","DisappearingVisual",1,1,54,"shampoo",3,6.068,12.237,13.957,0
"196","R_116hTUfLig43oBc","DisappearingVisual",1,1,54,"toaster",1,12.817,12.817,15.621,0
"197","R_11b84h9GDUSTx2W","PermanentVisual",0,2,43,"brownies",1,29.644,29.644,32.511,1
"198","R_11b84h9GDUSTx2W","PermanentVisual",0,2,43,"hotel",2,15.91,17.413,22.077,0
"199","R_11b84h9GDUSTx2W","PermanentVisual",0,2,43,"shampoo",1,11.303,11.303,27.009,0
"200","R_11b84h9GDUSTx2W","PermanentVisual",0,2,43,"toaster",1,25.785,25.785,27.289,1
"201","R_11bSIS7E2dV8r26","Auditory",1,2,30,"brownies",1,1.771,1.771,2.723,1
"202","R_11bSIS7E2dV8r26","Auditory",1,2,30,"hotel",1,2.036,2.036,3.609,1
"203","R_11bSIS7E2dV8r26","Auditory",1,2,30,"shampoo",1,2.138,2.138,3.879,1
"204","R_11bSIS7E2dV8r26","Auditory",1,2,30,"toaster",1,3.168,3.168,4.289,1
"205","R_11gudFsHHsHlhcG","PermanentVisual",0,1,31,"brownies",2,7.266,7.803,9.355,0
"206","R_11gudFsHHsHlhcG","PermanentVisual",0,1,31,"hotel",1,11.85,11.85,13.517,1
"207","R_11gudFsHHsHlhcG","PermanentVisual",0,1,31,"shampoo",1,5.134,5.134,7.14,0
"208","R_11gudFsHHsHlhcG","PermanentVisual",0,1,31,"toaster",3,11.131,22.246,24.064,1
"209","R_11iSN8pC62yYUsn","PermanentVisual",0,2,29,"brownies",1,30.479,30.479,31.624,0
"210","R_11iSN8pC62yYUsn","PermanentVisual",0,2,29,"hotel",1,52.175,52.175,53.598,0
"211","R_11iSN8pC62yYUsn","PermanentVisual",0,2,29,"shampoo",1,16.687,16.687,17.985,1
"212","R_11iSN8pC62yYUsn","PermanentVisual",0,2,29,"toaster",1,75.487,75.487,77.745,1
"213","R_11j7ZmXTeOFE1gq","DisappearingVisual",1,1,34,"brownies",1,10.078,10.078,11.148,0
"214","R_11j7ZmXTeOFE1gq","DisappearingVisual",1,1,34,"hotel",10,19.491,35.285,36.893,0
"215","R_11j7ZmXTeOFE1gq","DisappearingVisual",1,1,34,"shampoo",1,18.27,18.27,20.539,0
"216","R_11j7ZmXTeOFE1gq","DisappearingVisual",1,1,34,"toaster",24,3.522,35.852,36.96,0
"217","R_124r1YfMLPvK6mJ","PermanentVisual",0,2,23,"brownies",1,5.707,5.707,8.735,0
"218","R_124r1YfMLPvK6mJ","PermanentVisual",0,2,23,"hotel",3,2.55,9.557,32.975,0
"219","R_124r1YfMLPvK6mJ","PermanentVisual",0,2,23,"shampoo",2,8.53,9.463,11.301,1
"220","R_124r1YfMLPvK6mJ","PermanentVisual",0,2,23,"toaster",3,1.193,9.858,13.391,0
"221","R_124RqG6NgtGYE5R","PermanentVisual",0,1,42,"brownies",1,33.585,33.585,35.301,0
"222","R_124RqG6NgtGYE5R","PermanentVisual",0,1,42,"hotel",4,1.038,29.682,30.579,0
"223","R_124RqG6NgtGYE5R","PermanentVisual",0,1,42,"shampoo",2,21.292,21.302,28.174,0
"224","R_124RqG6NgtGYE5R","PermanentVisual",0,1,42,"toaster",2,30.356,32.709,33.544,0
"225","R_125S8tysWq7x4uy","Auditory",1,2,70,"brownies",2,30.898,33.491,35.75,1
"226","R_125S8tysWq7x4uy","Auditory",1,2,70,"hotel",6,12.642,56.438,58.149,0
"227","R_125S8tysWq7x4uy","Auditory",1,2,70,"shampoo",2,19.437,50.242,52.215,1
"228","R_125S8tysWq7x4uy","Auditory",1,2,70,"toaster",14,10.63,78.811,82.663,1
"229","R_1269G7AEdKSXIHK","PermanentVisual",0,2,30,"brownies",1,8.231,8.231,10.121,0
"230","R_1269G7AEdKSXIHK","PermanentVisual",0,2,30,"hotel",1,20.186,20.186,22.728,0
"231","R_1269G7AEdKSXIHK","PermanentVisual",0,2,30,"shampoo",2,27.234,28.322,30.693,0
"232","R_1269G7AEdKSXIHK","PermanentVisual",0,2,30,"toaster",1,13.161,13.161,15.911,1
"233","R_129Hm63li2TPzVb","DisappearingVisual",1,2,47,"brownies",2,3.536,6.852,8.052,0
"234","R_129Hm63li2TPzVb","DisappearingVisual",1,2,47,"hotel",2,1.545,9.541,10.861,0
"235","R_129Hm63li2TPzVb","DisappearingVisual",1,2,47,"shampoo",1,2.47,2.47,5.393,1
"236","R_129Hm63li2TPzVb","DisappearingVisual",1,2,47,"toaster",1,11.402,11.402,13.545,1
"237","R_12A5MTJQEDxLGUl","Auditory",1,2,31,"brownies",1,8.862,8.862,10.719,0
"238","R_12A5MTJQEDxLGUl","Auditory",1,2,31,"hotel",3,2.051,37.514,41.602,0
"239","R_12A5MTJQEDxLGUl","Auditory",1,2,31,"shampoo",2,22.496,23.318,25.347,1
"240","R_12A5MTJQEDxLGUl","Auditory",1,2,31,"toaster",1,32.328,32.328,34.507,1
"241","R_12eUHxeS5Goqbio","PermanentVisual",0,1,36,"brownies",1,1.791,1.791,2.618,1
"242","R_12eUHxeS5Goqbio","PermanentVisual",0,1,36,"hotel",1,1.499,1.499,2.925,1
"243","R_12eUHxeS5Goqbio","PermanentVisual",0,1,36,"shampoo",1,1.798,1.798,2.625,1
"244","R_12eUHxeS5Goqbio","PermanentVisual",0,1,36,"toaster",1,3.183,3.183,4.639,1
"245","R_12LMG2uZosKMu4c","Auditory",1,1,32,"brownies",1,1.92,1.92,5.518,1
"246","R_12LMG2uZosKMu4c","Auditory",1,1,32,"hotel",2,2.519,3.635,4.343,1
"247","R_12LMG2uZosKMu4c","Auditory",1,1,32,"shampoo",2,2.744,5.911,7.76,0
"248","R_12LMG2uZosKMu4c","Auditory",1,1,32,"toaster",1,10.781,10.781,12.344,0
"249","R_12mNXxZq6ewiZ7D","PermanentVisual",0,2,50,"brownies",1,22.575,22.575,24.78,0
"250","R_12mNXxZq6ewiZ7D","PermanentVisual",0,2,50,"hotel",1,44.024,44.024,46.038,1
"251","R_12mNXxZq6ewiZ7D","PermanentVisual",0,2,50,"shampoo",1,23.062,23.062,27.12,0
"252","R_12mNXxZq6ewiZ7D","PermanentVisual",0,2,50,"toaster",1,33.284,33.284,37.275,0
"253","R_12nyINhrYDHVoP6","DisappearingVisual",1,2,25,"brownies",1,26.324,26.324,29.233,0
"254","R_12nyINhrYDHVoP6","DisappearingVisual",1,2,25,"hotel",1,3.847,3.847,10.028,1
"255","R_12nyINhrYDHVoP6","DisappearingVisual",1,2,25,"shampoo",1,4.744,4.744,5.765,0
